Name,Gender,Date,College,Tier,ClassID,OverallScore,Helpfulness,Lod,Clarity,Quality,TakeAgain,TeacherGrade,Tag,Polarity,Subjectivity,CommentNumber,Comment
Gregory Johnson,M,11/21/14,Carnegie Mellon University,2,21259,4,4,4,4,good,N/A,N/A,"[""Skip class? You won't pass."", 'Clear grading criteria', 'Tough grader']",0.22,0.46,45,"Listens to feedback. Very fair. Lots of work, written and online. Works through theorems and basic examples in class and more detailed examples are done in worksheets during recitation or through homework. Definitely need to go to class for this. Has extra credit problems on tests for applying material to past knowledgetheoremscreating proofs."
Gregory Johnson,M,10/27/13,Carnegie Mellon University,2,21127,3.5,3,2,4,good,N/A,N/A,[],0.18,0.65,45,"I won't say that he's a nice teacher; in all honesty, I think he's a bit (read: VERY) arrogant and not fun to e-mail or talk to at all. Regardless, he knows his stuff fairly well, and is one of the clearer teachers I have. I don't know whether or not his grading policies are fair--class is easy, his grading is not--but, education-wise, not too bad."
Gregory Johnson,M,9/25/13,Carnegie Mellon University,2,MAT259,3,3,4,3,average,N/A,N/A,[],0.07,0.56,45,"He's nice but a little intimidating. His lectures are very fast-paced and he is very wordy in his proofs and explanations which can make things confusing. He picked pretty bad TAs but overall you will learn a lot. Exams are hard, but if you take time to understand on your own you will be fine."
Gregory Johnson,M,2/20/13,Carnegie Mellon University,2,21122F,4,4,4,4,good,N/A,N/A,[],-0.09,0.57,45,"Lectures are fast paced and can be difficult to keep up with or understand at times, depending on your familiarity with the subject. Greggo is very knowledgeable, and the tests are not too difficult if you really pay attention and make an effort to understand everything he teaches."
Gregory Johnson,M,11/14/12,Carnegie Mellon University,2,MATH259,1.5,1,4,2,poor,N/A,N/A,[],0.06,0.53,45,"Greggo was not a very good lecturer. His lecture style was very bland, rushed and disinterested. He also did not seem to have much interest in the subject and as a result did not put much effort into communicating to the class. He seems like a nice guy though."
Gregory Johnson,M,11/8/12,Carnegie Mellon University,2,CALC122,5,5,5,5,awesome,N/A,N/A,[],0.33,0.92,45,He is a very good teacher and it is very easy to learn with him and his quizzes are relatively fair but his exams are impossible!
Gregory Johnson,M,7/24/12,Carnegie Mellon University,2,MATH259,4.5,5,4,4,awesome,N/A,N/A,[],0.28,0.73,45,"Greggo is a great professor. His lectures are very interesting and will give you insights you can't get just by reading the book. His tests can be difficult, but he provides lots of solved practice problems so you can prepare for them. Highly recommend."
Gregory Johnson,M,5/1/12,Carnegie Mellon University,2,MATH260,5,5,2,5,awesome,N/A,N/A,[],0.24,0.39,45,"Greggo is the man. Very clear and straightforward teaching style, also very helpful if you go to office hours and ask him questions."
Gregory Johnson,M,4/3/12,Carnegie Mellon University,2,MATH259,5,5,3,5,awesome,N/A,N/A,[],0.49,0.7,45,"Awesome teacher. His tests are kind of long, but if you understand what you are doing, you will be fine."
Gregory Johnson,M,2/13/12,Carnegie Mellon University,2,CALC259,5,5,4,5,awesome,N/A,N/A,[],0.39,0.68,45,"3D calculus is a HARD class, but Greggo teaches it very well. I really love the class, and did fairly well. Greggo's lectures complement the book fantastically. He explains the material precisely and concisely. Good experience :)"
Gregory Johnson,M,12/4/11,Carnegie Mellon University,2,MATHE,4.5,4,3,5,awesome,N/A,N/A,[],0.25,0.25,45,Greggo is one of the better math professors at CMU. I will miss him next year!
Gregory Johnson,M,11/16/11,Carnegie Mellon University,2,CALC122,5,5,2,5,awesome,N/A,N/A,[],0.19,0.55,45,"Very straightforward, covers material clearly and concisely.  You learn a lot in a short period of time and are never bored."
Gregory Johnson,M,11/12/11,Carnegie Mellon University,2,MATH122,4.5,4,3,5,awesome,N/A,N/A,[],0.33,0.53,45,"He's awesome and helpful. He doesn't waste too much time providing proofs and pretty much lays out for you what you need to know for the tests (which aren't easy, but feasible) and how the material he's teaching you is useful. What I liked the most was he was just really straightforward in his instruction style. Could've done better in the class :/"
Gregory Johnson,M,3/17/11,Carnegie Mellon University,2,MATH122,5,5,4,5,awesome,N/A,N/A,[],0.28,0.54,45,"Also 127 Concepts of Mathematics. Has excellent review material available before tests. Friendly guy, and spells out everything about course&material in no uncertain terms. He moves pretty fast, but not too fast that you might have trouble keeping up. Overall, if you can take a class with him, go for it."
Gregory Johnson,M,12/4/10,Carnegie Mellon University,2,MATH122,2.5,2,3,3,average,N/A,N/A,[],0.2,0.4,45,He's ok. Not very helpful.
Gregory Johnson,M,11/18/10,Carnegie Mellon University,2,CALC122,5,5,2,5,awesome,N/A,N/A,[],0.37,0.57,45,"Awesome guy. Great lecturer, gives a few good examples after proofs, and he sky dives. Quiz each week in recitation is easy. Tests are only within one lecture period, very doable if you do homework. Doesn't mind if you show up for a later lecture.  Schedule him!"
Gregory Johnson,M,2/10/10,Carnegie Mellon University,2,CALC3D,5,5,4,5,awesome,N/A,N/A,[],0.35,0.75,45,"Greggo is awesome. He's a total badass with a lip ring, pictures of him smoking cigars and skydiving. His class is easy as long as you pay attention and take notes."
Gregory Johnson,M,12/2/09,Carnegie Mellon University,2,MATH122,5,5,3,5,awesome,N/A,N/A,[],-0.01,0.79,45,"Never question Greggo in class, because you are wrong. In addition, he is a total badass, with pierced nipples, tongue, and lip. The material is decently hard, but not impossible. Greggo's explanations are very concise and he's always willing to help you out in office hours."
Gregory Johnson,M,11/12/09,Carnegie Mellon University,2,CALC122,5,5,3,5,awesome,N/A,N/A,[],0.27,0.65,45,"Cool guy. He basically hand-feeds you the knowledge in class and throws homrwork at you to make sure you get it. As long as you go to class and do the homework, tests and exams are giveaways."
Gregory Johnson,M,11/10/09,Carnegie Mellon University,2,CALC100,3,2,4,4,average,N/A,N/A,[],0.38,0.68,45,"Greggo is AWESOME. He is by far the best out of my past 3 calculus teachers. The way he teaches is very clear and he is NEVER wrong in any way. If you do the homework and study for quizzes, tests are easy. SCHEDULE HIM IN; HE IS SO COOL."
Gregory Johnson,M,10/26/09,Carnegie Mellon University,2,CALC122,5,5,4,5,awesome,N/A,N/A,[],0.19,0.4,45,"Very helpful. As long as you are doing your work, doing the quizzes, you will be fine."
Russ Walker,M,11/7/18,Carnegie Mellon University,2,21120AND21122,4,4,2,4,good,Yes,N/A,"['Hilarious', ""Skip class? You won't pass."", 'Clear grading criteria']",0.44,0.73,42,"Walker is a great guy and pretty good professor. The class was pretty easy. Attendance in class Im not mandatory (nor in recitation) but it is helpful. Theres a free online book that you can use, but Walker discusses some specific exceptions in class so its good to go. All quizzes are also posted before being taken. Detailed test guides. Easy A"
Russ Walker,M,3/17/18,Carnegie Mellon University,2,CALC122,5,5,1,5,awesome,Yes,A,"['EXTRA CREDIT', 'Gives good feedback']",0.13,0.67,42,"easy A class professor, up to 30 extra credit in final, surely pass, never push hard, period."
Russ Walker,M,12/11/17,Carnegie Mellon University,2,CALC120,2,2,5,2,poor,No,N/A,"['Tough grader', 'Lecture heavy']",-0.06,0.73,42,"Russell Walker is a nice guy, really is. His quirky humor and silly phraseology keeps class interesting, Unfortunately, the course itself is very hard and he does a poor job of teaching the material. Study all you like, the tests could still throw a curveball that wasn't in any of the review. He makes all sorts of mistakes in lecture and grading."
Russ Walker,M,4/27/17,Carnegie Mellon University,2,CALC120,5,5,2,5,awesome,Yes,N/A,"['Clear grading criteria', 'Hilarious', 'Accessible outside class']",0.2,0.2,42,He always posts practice exams and practice questions before a test. Doing them is really helpful.
Russ Walker,M,10/25/16,Carnegie Mellon University,2,CALC120,4,4,3,4,good,No,N/A,"['Respected', 'Inspirational', 'Gives good feedback']",0.77,0.5,42,He may not be the best in teaching... But definitely a nice professor!!! His classes are so much fun
Russ Walker,M,2/1/16,Carnegie Mellon University,2,CALC120,4.5,4,1,5,awesome,N/A,A,[],0.43,0.83,42,Easy exams.
Russ Walker,M,5/18/15,Carnegie Mellon University,2,21120AND21122,1,1,5,1,awful,N/A,N/A,"['Tough grader', 'Lots of homework', 'Lecture heavy']",-0.02,0.59,42,"Listen, I probably could have put more work to get my grade up so I don't blame him for my grade. I blame Walker for his inconsistency in grading and for choosing TA's who are either rude or don't know how to teach. I'm not great at math and he made it 20x worse. He makes way too many mistakes and is rather unprofessional at times."
Russ Walker,M,4/26/15,Carnegie Mellon University,2,21122,2.5,3,4,2,average,N/A,C,"['Tough grader', 'Lecture heavy', 'Lots of homework']",0.09,0.68,42,"Dr. Walker is a nice likable guy, but is the walking embodiment of a stereotypical old out-of-it professor. His lectures consist of running through sample problems in a droning monotonous fashion. He seems disconnected from the students; being the only professors to give a 7:30am test, assign HW for carnival, and not mind a test having a 69 average"
Russ Walker,M,3/30/15,Carnegie Mellon University,2,21122,1,1,5,1,awful,N/A,N/A,['Tough grader'],-1,1,42,literally the worst teacher i've ever had
Russ Walker,M,5/3/14,Carnegie Mellon University,2,21122,1,1,5,1,awful,N/A,D+,[],-0.33,0.65,42,"He couldn't even get a 100% on his exams! When the class average is a D, some things wrong."
Russ Walker,M,11/18/13,Carnegie Mellon University,2,21120,1,1,5,1,awful,N/A,N/A,[],0.12,0.59,42,"In my entire 18 (almost 19) years on planet Earth, I have never had a professor quite as bad as Mr. Russel C. Walker. The homework? NOT BAD. The practice test? GREAT. The actual test? You might as well be a 14 year old boy looking at a playboy magazine: They're hard as hell. P.s Mr. Simione is the only reason why I stayed in the class, he's great."
Russ Walker,M,11/12/13,Carnegie Mellon University,2,21120,2,2,4,2,poor,N/A,N/A,[],0.03,0.46,42,"Walker is a nice guy, but he's just not a good teacher. He makes a lot of little errors and the way he runs the course is somewhat disorganized. Couple that with the way he makes test questions contain uber-technicalities, and it really adds up to make the course much harder for the student than it has to be. Take Mackey if you can."
Russ Walker,M,10/3/13,Carnegie Mellon University,2,CALC120,3,3,4,3,average,N/A,N/A,[],0.07,0.51,42,"Funny guy, lackluster teacher. Knows his subject but not the best at imparting his knowledge; course requires a lot of individual effort from the student outside of class to understand the material. His tests are very difficult."
Russ Walker,M,9/20/13,Carnegie Mellon University,2,21120,2,2,2,2,poor,N/A,N/A,[],0.01,0.34,42,"His lecture are lectures. He doesn't really teach you how to do math, her just more non the less, stands at the board and does math problems and expects you to learn. I have already taken Calculus, and his styling and ways of teaching things are poor!"
Russ Walker,M,12/9/12,Carnegie Mellon University,2,CALC120,4.5,5,4,4,awesome,N/A,N/A,[],0.26,0.53,42,"pretty good prof. makes a number of basic errors, but his explanations are clear and helpful"
Russ Walker,M,4/24/12,Carnegie Mellon University,2,MATH257,3.5,3,2,4,good,N/A,N/A,[],0,0.62,42,"It is really easy to not pay attention in his class for some reason, and it can be slow going at times. Walker is a pretty decent teacher, very clear voice and he wrote the textbook so he knows his stuff, but he makes frequent simple math errors and sometimes doesn't finish problems fully, which is annoying."
Russ Walker,M,2/14/12,Carnegie Mellon University,2,CALC122,5,5,1,5,awesome,N/A,N/A,[],0.7,0.82,42,Enthusiastic and keeps the class involved. Great job of explaining concepts
Russ Walker,M,12/20/11,Carnegie Mellon University,2,CALC120,4,4,3,4,good,N/A,N/A,[],-0.06,0.61,42,His explanations are fairly clear and helpful. It's not easy to get an A even if you learned the stuff before.
Russ Walker,M,12/12/11,Carnegie Mellon University,2,CALC120,3.5,4,3,3,good,N/A,N/A,[],0.14,0.49,42,"He is hilarious because he's so old, but his class can be very difficult if you haven't taken calc before. Make sure study for the second exam; much harder than the first!! Be warned!!"
Russ Walker,M,11/29/11,Carnegie Mellon University,2,CALC120,5,5,1,5,awesome,N/A,N/A,[],0.16,0.62,42,"Walker is awesome. Though lectures can get a bit boring, his humor helps a lot. He even throws chocolate to those who provide correct answers. Overall, pretty easy if you've taken calculus prior to this class. If not, just keep up with the readings/work and you'll be fine."
Russ Walker,M,5/9/11,Carnegie Mellon University,2,CALC122,5,5,2,5,awesome,N/A,N/A,[],0.37,0.66,42,"Russ Walkers class is amazing. Go to class, take notes and pay attention, study and you will do well. His review sheets and review sessions are awesome. Hes a smart smart guy and an amazing character. I literally go to class to see what WalkNasty is going to do next. If you do poorly in his class, you arent trying to arent good at math. Period."
Russ Walker,M,12/28/10,Carnegie Mellon University,2,CALC120,3.5,4,4,3,good,N/A,N/A,[],0.21,0.42,42,"I learned most of the material in high school, but this class still wasn't an easy A.  His lectures are not clear and time outside of class needs to be used to understand the lectures.  He spent too much time teaching things we didn't need to know.  Overall he's a really good, funny guy - throws chocolate at people who correctly answer questions."
Russ Walker,M,11/21/10,Carnegie Mellon University,2,CALCE,1,1,4,1,awful,N/A,N/A,[],0,0,42,"He fell asleep on me during office hours. As I was asking a question. Explanations were convoluted and if you have not taken this material before, I would NOT recommend this professor."
Russ Walker,M,5/3/10,Carnegie Mellon University,2,MATH122,4.5,4,3,5,awesome,N/A,N/A,[],0.53,0.65,42,"Good professor. His summarizing sheets are really good. He gives you time to let the teaching sink in, and repeats the most important stuff until you get it. He may not be the most engaging teacher, but I recommend him anyways."
